source,record_id,question_id,provider_id,title,classification,reason,known_query_risk,source_limitation,source_url,decision_authority,human_screening_claim,systematic_review_inclusion_claim,status
clinicaltrials,REC-CTGOV-NCT02789917,A1,NCT02789917,APixaban vs. PhenpRocoumon in Patients With ACS and AF: APPROACH-ACS-AF,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT02789917,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT02823093,A1,NCT02823093,Aortic Calcification and Vitamin K Antagonists,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT02823093,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT02885545,A1,NCT02885545,The Strategy to Prevent Hemorrhage Associated With Anticoagulation in Renal Disease Management (STOP HARM) Trial,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT02885545,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT02886962,A1,NCT02886962,Oral Anticoagulation in Haemodialysis Patients,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT02886962,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT02911545,A1,NCT02911545,Non-vitamin K Oral Anticoagulants in Cardioversion,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT02911545,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT02933697,A1,NCT02933697,Compare Apixaban and Vitamin-K Antagonists in Patients With Atrial Fibrillation (AF) and End-Stage Kidney Disease (ESKD),ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT02933697,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT02981472,A1,NCT02981472,A Study of the Safety and Pharmacokinetics of Apixaban Versus Vitamin K Antagonist (VKA) or Low Molecular Weight Heparin (LMWH) in Pediatric Subjects With Congenital or Acquired Heart Disease Requiring Anticoagulation,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT02981472,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03064035,A1,NCT03064035,Fixed Versus Variable Dosing of 4-factor Prothrombin Complex Concentrate for Emergent Warfarin Reversal,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03064035,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03085576,A1,NCT03085576,NATional TUnisian REgistry of Atrial Fibrillation,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03085576,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03129490,A1,NCT03129490,The Danish Non-vitamin K Antagonist Oral Anticoagulation Study in Patients With Atrial Fibrillation,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03129490,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03129555,A1,NCT03129555,The Danish Non-vitamin K Antagonist Oral Anticoagulation Study in Patients With Venous Thromboembolism (DANNOAC-VTE),ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03129555,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03178864,A1,NCT03178864,Study of Rivaroxaban for CeREbral Venous Thrombosis,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03178864,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03232398,A1,NCT03232398,Apixaban Versus Warfarin in Patients With Left Ventricular (LV) Thrombus,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03232398,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03254147,A1,NCT03254147,Medical Need of OAC Reversal,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03254147,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03359876,A1,NCT03359876,Clinical Outcomes Among Non-valvular Atrial Fibrillation Patients With Renal Dysfunction,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03359876,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03363815,A1,NCT03363815,"A Study to Evaluate the Effect of Multiple Doses of CC-90001 on the Pharmacokinetics of Omeprazole, Midazolam, Warfarin, Rosuvastatin, Metformin, Digoxin, and Nintedanib in Healthy Adult Subjects",ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03363815,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03374540,A1,NCT03374540,Rivaroxaban vs Warfarin for SPAF in Multi-morbid Patients,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03374540,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03485300,A1,NCT03485300,The Prevalence of Sub Optimal Anti Coagulation,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03485300,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03566303,A1,NCT03566303,Rivaroxaban vs Warfarin in Patients With Metallic Prosthesis,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03566303,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03673605,A1,NCT03673605,Efficacy and Safety of Rivaroxiban Compare With Vitamin K Antagonist Warfarin,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03673605,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03702582,A1,NCT03702582,Rivaroxaban vs. Warfarin for Post Cardiac Surgery Atrial Fibrillation,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03702582,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03799822,A1,NCT03799822,Oral Anticoagulation in Hemodialysis,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03799822,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03847181,A1,NCT03847181,Study to Learn More About the Benefits and Side-effects of Drugs Rivaroxaban and Apixaban Compared to the Drug Warfarin for Stroke Prevention in Patients With Rapid and Irregular Heartbeat Which is Not Due to a Heart-valve Fault (Non-valvular Atrial Fibrillation) in the UK Routine Clinical Practice,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03847181,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03968393,A1,NCT03968393,Anticoagulation for Stroke Prevention In Patients With Recent Episodes of Atrial Fibrillation Occurring Transiently With Stress,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03968393,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03977363,A1,NCT03977363,The Portuguese Survey on Anticoagulated Patients Register (START-Portugal-Register),ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03977363,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT03996629,A1,NCT03996629,Impact of Clinical Pharmacist Interventions in Vitamin K Antagonists Management at One Teaching Hospital in Vietnam,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT03996629,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04002011,A1,NCT04002011,DOAC Versus VKA After Cardiac Surgery,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04002011,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04045665,A1,NCT04045665,Anticoagulation for New-Onset Post-Operative Atrial Fibrillation After CABG,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04045665,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04062097,A1,NCT04062097,Registration of Idarucizumab for Patients with IntraCranial Hemorrhage,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04062097,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04066764,A1,NCT04066764,Rivaroxaban and Vitamin K Antagonists for the Anticoagulation for the Implantation of Vena Cava Filters,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04066764,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04195113,A1,NCT04195113,Perioperative Anticoagulant Use for Surgery Evaluation Emergency Registry,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04195113,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04249401,A1,NCT04249401,Study to Gather Information About the Safety of Oral Anticoagulation Drugs and How Well These Drugs Work in Real World for Patients With Non-valvular Atrial Fibrillation (Irregularly Heart Beats Which is Not Caused by a Heart Valve Problem),ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04249401,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04258488,A1,NCT04258488,Long-term Anticoagulation With Oral Factor Xa Inhibitor Versus Vitamin K Antagonist After Mechanical Aortic Valve Replacement,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04258488,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04284839,A1,NCT04284839,The Direct Oral Anticoagulation Versus Vitamin K Antagonist After Cardiac Surgery Trial,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04284839,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04344717,A1,NCT04344717,Pharmacokinetics of Apixaban in Patients With Short Bowel Syndrome Requiring Long Term Parenteral Nutrition,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04344717,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04364516,A1,NCT04364516,Retrospective Observational Registry of Patients With Atrial Fibrillation From Vigo´s Health Area,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04364516,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04437303,A1,NCT04437303,Periprocedural Continuation Versus Interruption of Oral Anticoagulant Drugs During Transcatheter Aortic Valve Implantation (POPular PAUSE TAVI),ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04437303,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04437654,A1,NCT04437654,The Efficacy and Safety of Non-vItamiN K antaGonist oraL Anticoagulants for intermEdiate Stroke Risk in Patients With Atrial Fibrillation (SINGLE-AF),ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04437654,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04505475,A1,NCT04505475,Oral Surgery in Patients Taking Direct Oral Anticoagulants,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04505475,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04569279,A1,NCT04569279,Rivaroxaban vs. Warfarin in CVT Treatment,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04569279,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04614090,A1,NCT04614090,Fast Reversal of Warfarin and Early Surgery in Patients With Trochanteric Hip Fracture A Case-control Study,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04614090,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04618913,A1,NCT04618913,Anticoagulation in Patients With Venous Thromboembolism and Cancer,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04618913,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04718740,A1,NCT04718740,A Drug-drug Interaction Study Of Fluzoparib (SHR3162) on Patients With Recurrent Ovarian Cancer,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04718740,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04730037,A1,NCT04730037,Clinical Trial to Investigate Safety and Efficacy of Edoxaban in Patients With CTEPH (KABUKI),ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04730037,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT04981041,A1,NCT04981041,Escalated Single Platelet Inhibition for One Month Plus NOAC in Patients With Atrial Fibrillation and ACS Undergoing PCI,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT04981041,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT05006287,A1,NCT05006287,The Safety of Non-vitamin K Oral Anticoagulants Compared to Warfarin Early After Cardiac Surgery,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT05006287,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT05022758,A1,NCT05022758,A Study to Learn Whether There Are Differences in the Kidney's Ability to Work Properly in Korean Patients With Non-valvular Atrial Fibrillation (Irregular and Often Rapid Heartbeat Not Caused by a Heart Valve Problem) Treated With Rivaroxaban as Compared to Those Treated With Warfarin,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT05022758,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT05038228,A1,NCT05038228,High Gastrointestinal Bleed Risk Outcomes in Patients With Non-valvular Atrial Fibrillation (NVAF) in France,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT05038228,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT05205863,A1,NCT05205863,Dose-Response in PD and Safety of Cofact Under VKA Anticoagulation,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT05205863,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT05273775,A1,NCT05273775,A Pharmacokinetic Study to Evaluate the Drug Interaction Between HRS5091 and Probe Drugs in Healthy Volunteers,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT05273775,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT05515120,A1,NCT05515120,Rivaroxaban Plus Aspirin to Manage Recurrent Venous Thromboembolic Events,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT05515120,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT05609500,A1,NCT05609500,Warfarin Dosage Adjustment Model Analysis Study,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT05609500,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT05643651,A1,NCT05643651,Rivaroxaban for Children Aged Over 2 Years With Giant Coronary Artery Aneurysms After Kawasaki Disease,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT05643651,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT05646394,A1,NCT05646394,Registry on Augmented Antithrombotic Treatment Regimens for Patients With Arterial Thrombotic APS,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT05646394,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT05825573,A1,NCT05825573,Anticoagulation Therapy in Non-device-related Intra-cardiac Thrombus,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT05825573,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT06138184,A1,NCT06138184,Learning Theory Patient Education for Anticoagulants,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT06138184,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT06141538,A1,NCT06141538,Response of Intracardiac Thrombus to Anticoagulants in Patients With Non-valvular Atrial Fibrillation (LYSIS),ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT06141538,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT06402851,A1,NCT06402851,"Vitamin K AntagonISt, Factor Xa Inhibitor or No Anticoagulation in Atrial Fibrillation and DIalytic End-stage Renal DiseasE (VISIONAIRE)",ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT06402851,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT06429787,A1,NCT06429787,Post Marketing Observational Study on Safety of BALFAXAR vs. KCENTRA for Reversal of Vitamin K Antagonist Induced Anticoagulation in Adults Undergoing Urgent Surgery or Invasive Procedure,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT06429787,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT06606275,A1,NCT06606275,The Safety and Effectiveness of Warfarin Vs Apixaban in Patients With NVAF/ VTE and ESKD on Dialysis,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT06606275,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT06615596,A1,NCT06615596,Discontinuation of Anticoagulations After Successful Catheter Ablation of Atrial Fibrillation,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT06615596,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT06648837,A1,NCT06648837,Microvisk Continuous Blood Donation Study,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT06648837,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT06692504,A1,NCT06692504,Adverse Drug Events in Patients on Oral Anticoagulation in the Emergency Department,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT06692504,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT06823466,A1,NCT06823466,Advancing Knowledge in Ischemic Stroke Patients on Oral Anticoagulants,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT06823466,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT07011095,A1,NCT07011095,DOAC or VKA in Patients With AF and Stroke While on DOAC - a Pilot Trial,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT07011095,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT07185295,A1,NCT07185295,Short-term Interruption Versus Continuous Anticoagulation in Colorectal Polypectomy,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT07185295,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT07330869,A1,NCT07330869,Warfarin Effects on Male Fertility After Cardiac Surgery,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT07330869,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT07431762,A1,NCT07431762,Comparison of Anti-Thrombotic Treatments Between Aspirin and Warfarin During Initial Six Months After Bioprosthetic Heart Valve Replacement,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT07431762,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT07496281,A1,NCT07496281,OPTIA-AF Trial: Rhythm-Guided Antithrombotic Strategy After AF Ablation,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT07496281,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT07515664,A1,NCT07515664,Vitamin K for Perioperative Warfarin Management,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT07515664,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT07571460,A1,NCT07571460,Clinical Application of Simcyp-Guided Warfarin Initiation Doses in Cirrhotic Patients With Portal Vein Thrombosis,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT07571460,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT07616414,A1,NCT07616414,Stepwise vs Standard Anticoagulation for AF Patients Undergoing CIED Implantation (STEP-AF),ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT07616414,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
clinicaltrials,REC-CTGOV-NCT07639892,A1,NCT07639892,Antithrombotic Treatment Strategies in Cervical Artery Dissection,ai_unranked_source_candidate,retrieved_by_preserved_source_query; no dual-profile classifier available,vitamin K antagonist lexical false positive,,https://clinicaltrials.gov/study/NCT07639892,ai_exploratory_only,false,false,protocol_v2_ai_exploratory_unranked
