link_candidate_id,registry_record_id,nct_id,pubmed_record_id,pmid,reference_type,linkage_status
LINK-CTGOV-NCT03232398-PMID-21870978,REC-CTGOV-NCT03232398,NCT03232398,REC-PUBMED-21870978,21870978,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03232398-PMID-2913497,REC-CTGOV-NCT03232398,NCT03232398,REC-PUBMED-2913497,2913497,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03232398-PMID-8409034,REC-CTGOV-NCT03232398,NCT03232398,REC-PUBMED-8409034,8409034,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03254147-PMID-32394292,REC-CTGOV-NCT03254147,NCT03254147,REC-PUBMED-32394292,32394292,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT03359876-PMID-35392744,REC-CTGOV-NCT03359876,NCT03359876,REC-PUBMED-35392744,35392744,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT03365687-PMID-31892662,REC-CTGOV-NCT03365687,NCT03365687,REC-PUBMED-31892662,31892662,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03365687-PMID-41966354,REC-CTGOV-NCT03365687,NCT03365687,REC-PUBMED-41966354,41966354,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT03374540-PMID-30597611,REC-CTGOV-NCT03374540,NCT03374540,REC-PUBMED-30597611,30597611,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT03374540-PMID-31099460,REC-CTGOV-NCT03374540,NCT03374540,REC-PUBMED-31099460,31099460,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT03374540-PMID-31392894,REC-CTGOV-NCT03374540,NCT03374540,REC-PUBMED-31392894,31392894,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT03374540-PMID-31432074,REC-CTGOV-NCT03374540,NCT03374540,REC-PUBMED-31432074,31432074,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT03566303-PMID-30293126,REC-CTGOV-NCT03566303,NCT03566303,REC-PUBMED-30293126,30293126,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT03566303-PMID-33150497,REC-CTGOV-NCT03566303,NCT03566303,REC-PUBMED-33150497,33150497,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT03702582-PMID-19717844,REC-CTGOV-NCT03702582,NCT03702582,REC-PUBMED-19717844,19717844,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03702582-PMID-21830957,REC-CTGOV-NCT03702582,NCT03702582,REC-PUBMED-21830957,21830957,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03702582-PMID-21870978,REC-CTGOV-NCT03702582,NCT03702582,REC-PUBMED-21870978,21870978,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03702582-PMID-24251359,REC-CTGOV-NCT03702582,NCT03702582,REC-PUBMED-24251359,24251359,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03702582-PMID-26482512,REC-CTGOV-NCT03702582,NCT03702582,REC-PUBMED-26482512,26482512,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03702582-PMID-27043047,REC-CTGOV-NCT03702582,NCT03702582,REC-PUBMED-27043047,27043047,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03702582-PMID-27929207,REC-CTGOV-NCT03702582,NCT03702582,REC-PUBMED-27929207,27929207,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03702582-PMID-29273637,REC-CTGOV-NCT03702582,NCT03702582,REC-PUBMED-29273637,29273637,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03702582-PMID-29590141,REC-CTGOV-NCT03702582,NCT03702582,REC-PUBMED-29590141,29590141,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03702582-PMID-29590304,REC-CTGOV-NCT03702582,NCT03702582,REC-PUBMED-29590304,29590304,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03702582-PMID-30145946,REC-CTGOV-NCT03702582,NCT03702582,REC-PUBMED-30145946,30145946,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03702582-PMID-32889881,REC-CTGOV-NCT03702582,NCT03702582,REC-PUBMED-32889881,32889881,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT03799822-PMID-33753537,REC-CTGOV-NCT03799822,NCT03799822,REC-PUBMED-33753537,33753537,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT03799822-PMID-38189593,REC-CTGOV-NCT03799822,NCT03799822,REC-PUBMED-38189593,38189593,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT03968393-PMID-39921772,REC-CTGOV-NCT03968393,NCT03968393,REC-PUBMED-39921772,39921772,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT03977363-PMID-15842354,REC-CTGOV-NCT03977363,NCT03977363,REC-PUBMED-15842354,15842354,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03977363-PMID-19966341,REC-CTGOV-NCT03977363,NCT03977363,REC-PUBMED-19966341,19966341,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03977363-PMID-22449293,REC-CTGOV-NCT03977363,NCT03977363,REC-PUBMED-22449293,22449293,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03977363-PMID-23097696,REC-CTGOV-NCT03977363,NCT03977363,REC-PUBMED-23097696,23097696,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03977363-PMID-23216615,REC-CTGOV-NCT03977363,NCT03977363,REC-PUBMED-23216615,23216615,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03977363-PMID-23991658,REC-CTGOV-NCT03977363,NCT03977363,REC-PUBMED-23991658,23991658,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03977363-PMID-24315724,REC-CTGOV-NCT03977363,NCT03977363,REC-PUBMED-24315724,24315724,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03977363-PMID-26001109,REC-CTGOV-NCT03977363,NCT03977363,REC-PUBMED-26001109,26001109,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03977363-PMID-26037103,REC-CTGOV-NCT03977363,NCT03977363,REC-PUBMED-26037103,26037103,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04045665-PMID-33251914,REC-CTGOV-NCT04045665,NCT04045665,REC-PUBMED-33251914,33251914,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT04045665-PMID-39921772,REC-CTGOV-NCT04045665,NCT04045665,REC-PUBMED-39921772,39921772,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT04045665-PMID-41609362,REC-CTGOV-NCT04045665,NCT04045665,REC-PUBMED-41609362,41609362,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT04066764-PMID-11228276,REC-CTGOV-NCT04066764,NCT04066764,REC-PUBMED-11228276,11228276,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04066764-PMID-18579812,REC-CTGOV-NCT04066764,NCT04066764,REC-PUBMED-18579812,18579812,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04066764-PMID-19411100,REC-CTGOV-NCT04066764,NCT04066764,REC-PUBMED-19411100,19411100,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04066764-PMID-21128814,REC-CTGOV-NCT04066764,NCT04066764,REC-PUBMED-21128814,21128814,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04066764-PMID-22449293,REC-CTGOV-NCT04066764,NCT04066764,REC-PUBMED-22449293,22449293,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04066764-PMID-25851122,REC-CTGOV-NCT04066764,NCT04066764,REC-PUBMED-25851122,25851122,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04066764-PMID-26867832,REC-CTGOV-NCT04066764,NCT04066764,REC-PUBMED-26867832,26867832,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04066764-PMID-27030066,REC-CTGOV-NCT04066764,NCT04066764,REC-PUBMED-27030066,27030066,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04066764-PMID-28510665,REC-CTGOV-NCT04066764,NCT04066764,REC-PUBMED-28510665,28510665,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04066764-PMID-34697109,REC-CTGOV-NCT04066764,NCT04066764,REC-PUBMED-34697109,34697109,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT04284839-PMID-36121587,REC-CTGOV-NCT04284839,NCT04284839,REC-PUBMED-36121587,36121587,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT04344717-PMID-24486858,REC-CTGOV-NCT04344717,NCT04344717,REC-PUBMED-24486858,24486858,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04344717-PMID-28355459,REC-CTGOV-NCT04344717,NCT04344717,REC-PUBMED-28355459,28355459,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04344717-PMID-30136101,REC-CTGOV-NCT04344717,NCT04344717,REC-PUBMED-30136101,30136101,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04364516-PMID-33607060,REC-CTGOV-NCT04364516,NCT04364516,REC-PUBMED-33607060,33607060,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT04364516-PMID-35279417,REC-CTGOV-NCT04364516,NCT04364516,REC-PUBMED-35279417,35279417,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT04364516-PMID-36175253,REC-CTGOV-NCT04364516,NCT04364516,REC-PUBMED-36175253,36175253,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT04364516-PMID-38579940,REC-CTGOV-NCT04364516,NCT04364516,REC-PUBMED-38579940,38579940,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT04437303-PMID-39216096,REC-CTGOV-NCT04437303,NCT04437303,REC-PUBMED-39216096,39216096,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT04437303-PMID-41128170,REC-CTGOV-NCT04437303,NCT04437303,REC-PUBMED-41128170,41128170,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT04505475-PMID-38580558,REC-CTGOV-NCT04505475,NCT04505475,REC-PUBMED-38580558,38580558,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT04569279-PMID-12812581,REC-CTGOV-NCT04569279,NCT04569279,REC-PUBMED-12812581,12812581,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04569279-PMID-13432835,REC-CTGOV-NCT04569279,NCT04569279,REC-PUBMED-13432835,13432835,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04569279-PMID-14258950,REC-CTGOV-NCT04569279,NCT04569279,REC-PUBMED-14258950,14258950,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04569279-PMID-14976332,REC-CTGOV-NCT04569279,NCT04569279,REC-PUBMED-14976332,14976332,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04569279-PMID-15273432,REC-CTGOV-NCT04569279,NCT04569279,REC-PUBMED-15273432,15273432,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04569279-PMID-15842354,REC-CTGOV-NCT04569279,NCT04569279,REC-PUBMED-15842354,15842354,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04569279-PMID-16141966,REC-CTGOV-NCT04569279,NCT04569279,REC-PUBMED-16141966,16141966,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04569279-PMID-1679154,REC-CTGOV-NCT04569279,NCT04569279,REC-PUBMED-1679154,1679154,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04569279-PMID-19139080,REC-CTGOV-NCT04569279,NCT04569279,REC-PUBMED-19139080,19139080,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04569279-PMID-20547928,REC-CTGOV-NCT04569279,NCT04569279,REC-PUBMED-20547928,20547928,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04569279-PMID-21293023,REC-CTGOV-NCT04569279,NCT04569279,REC-PUBMED-21293023,21293023,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04569279-PMID-21833941,REC-CTGOV-NCT04569279,NCT04569279,REC-PUBMED-21833941,21833941,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04569279-PMID-22315269,REC-CTGOV-NCT04569279,NCT04569279,REC-PUBMED-22315269,22315269,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04569279-PMID-23701516,REC-CTGOV-NCT04569279,NCT04569279,REC-PUBMED-23701516,23701516,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04569279-PMID-24699485,REC-CTGOV-NCT04569279,NCT04569279,REC-PUBMED-24699485,24699485,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04569279-PMID-25070963,REC-CTGOV-NCT04569279,NCT04569279,REC-PUBMED-25070963,25070963,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04569279-PMID-40376280,REC-CTGOV-NCT04569279,NCT04569279,REC-PUBMED-40376280,40376280,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT04569279-PMID-7062066,REC-CTGOV-NCT04569279,NCT04569279,REC-PUBMED-7062066,7062066,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04614090-PMID-29945596,REC-CTGOV-NCT04614090,NCT04614090,REC-PUBMED-29945596,29945596,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT04730037-PMID-31200342,REC-CTGOV-NCT04730037,NCT04730037,REC-PUBMED-31200342,31200342,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT04730037-PMID-37070473,REC-CTGOV-NCT04730037,NCT04730037,REC-PUBMED-37070473,37070473,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT05229952-PMID-37312251,REC-CTGOV-NCT05229952,NCT05229952,REC-PUBMED-37312251,37312251,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT05609500-PMID-15947090,REC-CTGOV-NCT05609500,NCT05609500,REC-PUBMED-15947090,15947090,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT05609500-PMID-17989110,REC-CTGOV-NCT05609500,NCT05609500,REC-PUBMED-17989110,17989110,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT05609500-PMID-18305455,REC-CTGOV-NCT05609500,NCT05609500,REC-PUBMED-18305455,18305455,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT05609500-PMID-19228618,REC-CTGOV-NCT05609500,NCT05609500,REC-PUBMED-19228618,19228618,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT05609500-PMID-20375999,REC-CTGOV-NCT05609500,NCT05609500,REC-PUBMED-20375999,20375999,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT05609500-PMID-26093875,REC-CTGOV-NCT05609500,NCT05609500,REC-PUBMED-26093875,26093875,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT05609500-PMID-28198005,REC-CTGOV-NCT05609500,NCT05609500,REC-PUBMED-28198005,28198005,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT05825573-PMID-32273033,REC-CTGOV-NCT05825573,NCT05825573,REC-PUBMED-32273033,32273033,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-10690569,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-10690569,10690569,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-15857558,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-15857558,15857558,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-16140692,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-16140692,16140692,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-17369280,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-17369280,17369280,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-17634462,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-17634462,17634462,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-18780664,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-18780664,18780664,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-19155428,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-19155428,19155428,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-19190532,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-19190532,19190532,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-21527855,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-21527855,21527855,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-21824193,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-21824193,21824193,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-21872800,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-21872800,21872800,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-23056824,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-23056824,23056824,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-23629620,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-23629620,23629620,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-24253368,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-24253368,24253368,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-25425653,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-25425653,25425653,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-25905252,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-25905252,25905252,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-27065162,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-27065162,27065162,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-28383493,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-28383493,28383493,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-29159088,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-29159088,29159088,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-33473300,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-33473300,33473300,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-34373793,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-34373793,34373793,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-34684442,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-34684442,34684442,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-35402358,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-35402358,35402358,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-36050673,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-36050673,36050673,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-36705703,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-36705703,36705703,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06199102-PMID-36771403,REC-CTGOV-NCT06199102,NCT06199102,REC-PUBMED-36771403,36771403,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06578754-PMID-16306102,REC-CTGOV-NCT06578754,NCT06578754,REC-PUBMED-16306102,16306102,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06578754-PMID-32472220,REC-CTGOV-NCT06578754,NCT06578754,REC-PUBMED-32472220,32472220,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06578754-PMID-32829751,REC-CTGOV-NCT06578754,NCT06578754,REC-PUBMED-32829751,32829751,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06578754-PMID-33912770,REC-CTGOV-NCT06578754,NCT06578754,REC-PUBMED-33912770,33912770,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06578754-PMID-34281958,REC-CTGOV-NCT06578754,NCT06578754,REC-PUBMED-34281958,34281958,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT06606275-PMID-25040558,REC-CTGOV-NCT06606275,NCT06606275,REC-PUBMED-25040558,25040558,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT06606275-PMID-32538234,REC-CTGOV-NCT06606275,NCT06606275,REC-PUBMED-32538234,32538234,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT06606275-PMID-33073581,REC-CTGOV-NCT06606275,NCT06606275,REC-PUBMED-33073581,33073581,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT06606275-PMID-33709339,REC-CTGOV-NCT06606275,NCT06606275,REC-PUBMED-33709339,33709339,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT06606275-PMID-34078109,REC-CTGOV-NCT06606275,NCT06606275,REC-PUBMED-34078109,34078109,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT06823466-PMID-41758563,REC-CTGOV-NCT06823466,NCT06823466,REC-PUBMED-41758563,41758563,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT06823466-PMID-41974022,REC-CTGOV-NCT06823466,NCT06823466,REC-PUBMED-41974022,41974022,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT07185295-PMID-41916623,REC-CTGOV-NCT07185295,NCT07185295,REC-PUBMED-41916623,41916623,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT07330869-PMID-10647757,REC-CTGOV-NCT07330869,NCT07330869,REC-PUBMED-10647757,10647757,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT07330869-PMID-16844298,REC-CTGOV-NCT07330869,NCT07330869,REC-PUBMED-16844298,16844298,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT07330869-PMID-22793260,REC-CTGOV-NCT07330869,NCT07330869,REC-PUBMED-22793260,22793260,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT07330869-PMID-26913230,REC-CTGOV-NCT07330869,NCT07330869,REC-PUBMED-26913230,26913230,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT07330869-PMID-30165544,REC-CTGOV-NCT07330869,NCT07330869,REC-PUBMED-30165544,30165544,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT07330869-PMID-30929729,REC-CTGOV-NCT07330869,NCT07330869,REC-PUBMED-30929729,30929729,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT07330869-PMID-30981116,REC-CTGOV-NCT07330869,NCT07330869,REC-PUBMED-30981116,30981116,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT07330869-PMID-31576592,REC-CTGOV-NCT07330869,NCT07330869,REC-PUBMED-31576592,31576592,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT07330869-PMID-33526452,REC-CTGOV-NCT07330869,NCT07330869,REC-PUBMED-33526452,33526452,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT07330869-PMID-6985765,REC-CTGOV-NCT07330869,NCT07330869,REC-PUBMED-6985765,6985765,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT07408076-PMID-10608521,REC-CTGOV-NCT07408076,NCT07408076,REC-PUBMED-10608521,10608521,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT07408076-PMID-22498635,REC-CTGOV-NCT07408076,NCT07408076,REC-PUBMED-22498635,22498635,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT07408076-PMID-23602798,REC-CTGOV-NCT07408076,NCT07408076,REC-PUBMED-23602798,23602798,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT07408076-PMID-24857648,REC-CTGOV-NCT07408076,NCT07408076,REC-PUBMED-24857648,24857648,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT07408076-PMID-2688503,REC-CTGOV-NCT07408076,NCT07408076,REC-PUBMED-2688503,2688503,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT07408076-PMID-27041472,REC-CTGOV-NCT07408076,NCT07408076,REC-PUBMED-27041472,27041472,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT07408076-PMID-36261757,REC-CTGOV-NCT07408076,NCT07408076,REC-PUBMED-36261757,36261757,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT07408076-PMID-8230497,REC-CTGOV-NCT07408076,NCT07408076,REC-PUBMED-8230497,8230497,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT07408076-PMID-9366314,REC-CTGOV-NCT07408076,NCT07408076,REC-PUBMED-9366314,9366314,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT07571460-PMID-36858157,REC-CTGOV-NCT07571460,NCT07571460,REC-PUBMED-36858157,36858157,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT07571460-PMID-39708000,REC-CTGOV-NCT07571460,NCT07571460,REC-PUBMED-39708000,39708000,BACKGROUND,needs_human_report_study_review
