link_candidate_id,registry_record_id,nct_id,pubmed_record_id,pmid,reference_type,linkage_status
LINK-CTGOV-NCT01520402-PMID-20693186,REC-CTGOV-NCT01520402,NCT01520402,REC-PUBMED-20693186,20693186,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT01520402-PMID-21083927,REC-CTGOV-NCT01520402,NCT01520402,REC-PUBMED-21083927,21083927,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT01520402-PMID-21272753,REC-CTGOV-NCT01520402,NCT01520402,REC-PUBMED-21272753,21272753,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT01520402-PMID-21423021,REC-CTGOV-NCT01520402,NCT01520402,REC-PUBMED-21423021,21423021,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT01520402-PMID-21725053,REC-CTGOV-NCT01520402,NCT01520402,REC-PUBMED-21725053,21725053,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT01520402-PMID-21830957,REC-CTGOV-NCT01520402,NCT01520402,REC-PUBMED-21830957,21830957,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT01520402-PMID-21870978,REC-CTGOV-NCT01520402,NCT01520402,REC-PUBMED-21870978,21870978,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT01520402-PMID-24029542,REC-CTGOV-NCT01520402,NCT01520402,REC-PUBMED-24029542,24029542,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT01520402-PMID-8280198,REC-CTGOV-NCT01520402,NCT01520402,REC-PUBMED-8280198,8280198,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT01520402-PMID-8709780,REC-CTGOV-NCT01520402,NCT01520402,REC-PUBMED-8709780,8709780,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT01619007-PMID-26765643,REC-CTGOV-NCT01619007,NCT01619007,REC-PUBMED-26765643,26765643,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT01619007-PMID-31249987,REC-CTGOV-NCT01619007,NCT01619007,REC-PUBMED-31249987,31249987,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT01754779-PMID-30036516,REC-CTGOV-NCT01754779,NCT01754779,REC-PUBMED-30036516,30036516,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT01809015-PMID-24685605,REC-CTGOV-NCT01809015,NCT01809015,REC-PUBMED-24685605,24685605,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT01809015-PMID-25616558,REC-CTGOV-NCT01809015,NCT01809015,REC-PUBMED-25616558,25616558,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT01809015-PMID-26376038,REC-CTGOV-NCT01809015,NCT01809015,REC-PUBMED-26376038,26376038,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT01809015-PMID-28457013,REC-CTGOV-NCT01809015,NCT01809015,REC-PUBMED-28457013,28457013,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT01809015-PMID-29948286,REC-CTGOV-NCT01809015,NCT01809015,REC-PUBMED-29948286,29948286,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT01809015-PMID-31922545,REC-CTGOV-NCT01809015,NCT01809015,REC-PUBMED-31922545,31922545,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT01809015-PMID-33510343,REC-CTGOV-NCT01809015,NCT01809015,REC-PUBMED-33510343,33510343,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT01809015-PMID-35629401,REC-CTGOV-NCT01809015,NCT01809015,REC-PUBMED-35629401,35629401,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT01841944-PMID-24928284,REC-CTGOV-NCT01841944,NCT01841944,REC-PUBMED-24928284,24928284,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT01841944-PMID-31881852,REC-CTGOV-NCT01841944,NCT01841944,REC-PUBMED-31881852,31881852,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT01841944-PMID-33191772,REC-CTGOV-NCT01841944,NCT01841944,REC-PUBMED-33191772,33191772,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT01841944-PMID-33650449,REC-CTGOV-NCT01841944,NCT01841944,REC-PUBMED-33650449,33650449,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT01841944-PMID-34742136,REC-CTGOV-NCT01841944,NCT01841944,REC-PUBMED-34742136,34742136,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT01980004-PMID-10608522,REC-CTGOV-NCT01980004,NCT01980004,REC-PUBMED-10608522,10608522,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT01980004-PMID-12771710,REC-CTGOV-NCT01980004,NCT01980004,REC-PUBMED-12771710,12771710,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT01980004-PMID-15086911,REC-CTGOV-NCT01980004,NCT01980004,REC-PUBMED-15086911,15086911,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT01980004-PMID-15253733,REC-CTGOV-NCT01980004,NCT01980004,REC-PUBMED-15253733,15253733,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT01980004-PMID-1561497,REC-CTGOV-NCT01980004,NCT01980004,REC-PUBMED-1561497,1561497,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT01980004-PMID-17919696,REC-CTGOV-NCT01980004,NCT01980004,REC-PUBMED-17919696,17919696,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT01980004-PMID-19152932,REC-CTGOV-NCT01980004,NCT01980004,REC-PUBMED-19152932,19152932,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT01980004-PMID-22498635,REC-CTGOV-NCT01980004,NCT01980004,REC-PUBMED-22498635,22498635,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02072434-PMID-24251359,REC-CTGOV-NCT02072434,NCT02072434,REC-PUBMED-24251359,24251359,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02072434-PMID-25965706,REC-CTGOV-NCT02072434,NCT02072434,REC-PUBMED-25965706,25965706,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02072434-PMID-27590218,REC-CTGOV-NCT02072434,NCT02072434,REC-PUBMED-27590218,27590218,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02072434-PMID-29947751,REC-CTGOV-NCT02072434,NCT02072434,REC-PUBMED-29947751,29947751,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02100228-PMID-29659797,REC-CTGOV-NCT02100228,NCT02100228,REC-PUBMED-29659797,29659797,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02178410-PMID-33724323,REC-CTGOV-NCT02178410,NCT02178410,REC-PUBMED-33724323,33724323,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT02178410-PMID-34612056,REC-CTGOV-NCT02178410,NCT02178410,REC-PUBMED-34612056,34612056,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT02178410-PMID-36044209,REC-CTGOV-NCT02178410,NCT02178410,REC-PUBMED-36044209,36044209,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT02178410-PMID-37454148,REC-CTGOV-NCT02178410,NCT02178410,REC-PUBMED-37454148,37454148,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02178410-PMID-37468189,REC-CTGOV-NCT02178410,NCT02178410,REC-PUBMED-37468189,37468189,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT02178410-PMID-38018439,REC-CTGOV-NCT02178410,NCT02178410,REC-PUBMED-38018439,38018439,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT02219984-PMID-26001109,REC-CTGOV-NCT02219984,NCT02219984,REC-PUBMED-26001109,26001109,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02219984-PMID-40519207,REC-CTGOV-NCT02219984,NCT02219984,REC-PUBMED-40519207,40519207,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02219984-PMID-41182346,REC-CTGOV-NCT02219984,NCT02219984,REC-PUBMED-41182346,41182346,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02227550-PMID-28130378,REC-CTGOV-NCT02227550,NCT02227550,REC-PUBMED-28130378,28130378,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02227550-PMID-32725107,REC-CTGOV-NCT02227550,NCT02227550,REC-PUBMED-32725107,32725107,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02227550-PMID-35135308,REC-CTGOV-NCT02227550,NCT02227550,REC-PUBMED-35135308,35135308,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02227550-PMID-37897713,REC-CTGOV-NCT02227550,NCT02227550,REC-PUBMED-37897713,37897713,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02273609-PMID-12968085,REC-CTGOV-NCT02273609,NCT02273609,REC-PUBMED-12968085,12968085,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT02273609-PMID-15546539,REC-CTGOV-NCT02273609,NCT02273609,REC-PUBMED-15546539,15546539,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT02273609-PMID-16494639,REC-CTGOV-NCT02273609,NCT02273609,REC-PUBMED-16494639,16494639,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT02273609-PMID-17221328,REC-CTGOV-NCT02273609,NCT02273609,REC-PUBMED-17221328,17221328,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT02273609-PMID-19062079,REC-CTGOV-NCT02273609,NCT02273609,REC-PUBMED-19062079,19062079,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT02273609-PMID-21504259,REC-CTGOV-NCT02273609,NCT02273609,REC-PUBMED-21504259,21504259,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT02273609-PMID-21901239,REC-CTGOV-NCT02273609,NCT02273609,REC-PUBMED-21901239,21901239,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT02273609-PMID-23683967,REC-CTGOV-NCT02273609,NCT02273609,REC-PUBMED-23683967,23683967,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT02273609-PMID-25173533,REC-CTGOV-NCT02273609,NCT02273609,REC-PUBMED-25173533,25173533,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT02303795-PMID-33045224,REC-CTGOV-NCT02303795,NCT02303795,REC-PUBMED-33045224,33045224,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02303795-PMID-33196155,REC-CTGOV-NCT02303795,NCT02303795,REC-PUBMED-33196155,33196155,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02318342-PMID-26436963,REC-CTGOV-NCT02318342,NCT02318342,REC-PUBMED-26436963,26436963,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02318342-PMID-28330690,REC-CTGOV-NCT02318342,NCT02318342,REC-PUBMED-28330690,28330690,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02318342-PMID-32192689,REC-CTGOV-NCT02318342,NCT02318342,REC-PUBMED-32192689,32192689,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02318342-PMID-33213747,REC-CTGOV-NCT02318342,NCT02318342,REC-PUBMED-33213747,33213747,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02318342-PMID-35680192,REC-CTGOV-NCT02318342,NCT02318342,REC-PUBMED-35680192,35680192,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02318342-PMID-39260960,REC-CTGOV-NCT02318342,NCT02318342,REC-PUBMED-39260960,39260960,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02318342-PMID-40325986,REC-CTGOV-NCT02318342,NCT02318342,REC-PUBMED-40325986,40325986,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-11260056,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-11260056,11260056,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-15231565,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-15231565,15231565,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-15886802,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-15886802,15886802,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-16305294,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-16305294,16305294,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-17110451,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-17110451,17110451,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-17296878,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-17296878,17296878,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-17323135,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-17323135,17323135,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-17666020,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-17666020,17666020,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-17698826,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-17698826,17698826,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-19809054,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-19809054,19809054,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-19878532,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-19878532,19878532,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-21193422,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-21193422,21193422,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-21414530,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-21414530,21414530,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-22169620,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-22169620,22169620,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-22315259,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-22315259,22315259,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-22433576,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-22433576,22433576,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-22648294,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-22648294,22648294,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-23114898,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-23114898,23114898,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-23677245,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-23677245,23677245,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-23744743,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-23744743,23744743,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-23953594,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-23953594,23953594,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-24008579,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-24008579,24008579,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-24285427,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-24285427,24285427,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-24452752,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-24452752,24452752,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02324686-PMID-24685669,REC-CTGOV-NCT02324686,NCT02324686,REC-PUBMED-24685669,24685669,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02429453-PMID-37870112,REC-CTGOV-NCT02429453,NCT02429453,REC-PUBMED-37870112,37870112,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02464969-PMID-42392108,REC-CTGOV-NCT02464969,NCT02464969,REC-PUBMED-42392108,42392108,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02488421-PMID-27678530,REC-CTGOV-NCT02488421,NCT02488421,REC-PUBMED-27678530,27678530,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02488421-PMID-29398546,REC-CTGOV-NCT02488421,NCT02488421,REC-PUBMED-29398546,29398546,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02533960-PMID-31259266,REC-CTGOV-NCT02533960,NCT02533960,REC-PUBMED-31259266,31259266,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02533960-PMID-41749338,REC-CTGOV-NCT02533960,NCT02533960,REC-PUBMED-41749338,41749338,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02533960-PMID-42087546,REC-CTGOV-NCT02533960,NCT02533960,REC-PUBMED-42087546,42087546,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02565836-PMID-17852462,REC-CTGOV-NCT02565836,NCT02565836,REC-PUBMED-17852462,17852462,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02565836-PMID-20436891,REC-CTGOV-NCT02565836,NCT02565836,REC-PUBMED-20436891,20436891,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02565836-PMID-22491734,REC-CTGOV-NCT02565836,NCT02565836,REC-PUBMED-22491734,22491734,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02565836-PMID-23763937,REC-CTGOV-NCT02565836,NCT02565836,REC-PUBMED-23763937,23763937,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02565836-PMID-23935011,REC-CTGOV-NCT02565836,NCT02565836,REC-PUBMED-23935011,23935011,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02610933-PMID-38189593,REC-CTGOV-NCT02610933,NCT02610933,REC-PUBMED-38189593,38189593,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02618577-PMID-28760205,REC-CTGOV-NCT02618577,NCT02618577,REC-PUBMED-28760205,28760205,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02618577-PMID-31377792,REC-CTGOV-NCT02618577,NCT02618577,REC-PUBMED-31377792,31377792,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02618577-PMID-37622677,REC-CTGOV-NCT02618577,NCT02618577,REC-PUBMED-37622677,37622677,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02735902-PMID-11575214,REC-CTGOV-NCT02735902,NCT02735902,REC-PUBMED-11575214,11575214,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02735902-PMID-23026477,REC-CTGOV-NCT02735902,NCT02735902,REC-PUBMED-23026477,23026477,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02740335-PMID-12424167,REC-CTGOV-NCT02740335,NCT02740335,REC-PUBMED-12424167,12424167,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02740335-PMID-12586128,REC-CTGOV-NCT02740335,NCT02740335,REC-PUBMED-12586128,12586128,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02740335-PMID-16182346,REC-CTGOV-NCT02740335,NCT02740335,REC-PUBMED-16182346,16182346,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02740335-PMID-16689743,REC-CTGOV-NCT02740335,NCT02740335,REC-PUBMED-16689743,16689743,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02740335-PMID-16810012,REC-CTGOV-NCT02740335,NCT02740335,REC-PUBMED-16810012,16810012,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02740335-PMID-21671894,REC-CTGOV-NCT02740335,NCT02740335,REC-PUBMED-21671894,21671894,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02740335-PMID-2281231,REC-CTGOV-NCT02740335,NCT02740335,REC-PUBMED-2281231,2281231,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02740335-PMID-25728933,REC-CTGOV-NCT02740335,NCT02740335,REC-PUBMED-25728933,25728933,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02740335-PMID-39088218,REC-CTGOV-NCT02740335,NCT02740335,REC-PUBMED-39088218,39088218,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02740335-PMID-8709780,REC-CTGOV-NCT02740335,NCT02740335,REC-PUBMED-8709780,8709780,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02740335-PMID-9065997,REC-CTGOV-NCT02740335,NCT02740335,REC-PUBMED-9065997,9065997,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02740335-PMID-9403477,REC-CTGOV-NCT02740335,NCT02740335,REC-PUBMED-9403477,9403477,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02740335-PMID-9857468,REC-CTGOV-NCT02740335,NCT02740335,REC-PUBMED-9857468,9857468,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02740712-PMID-30427584,REC-CTGOV-NCT02740712,NCT02740712,REC-PUBMED-30427584,30427584,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02823093-PMID-15265793,REC-CTGOV-NCT02823093,NCT02823093,REC-PUBMED-15265793,15265793,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02823093-PMID-18841280,REC-CTGOV-NCT02823093,NCT02823093,REC-PUBMED-18841280,18841280,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02823093-PMID-6607731,REC-CTGOV-NCT02823093,NCT02823093,REC-PUBMED-6607731,6607731,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02823093-PMID-9743228,REC-CTGOV-NCT02823093,NCT02823093,REC-PUBMED-9743228,9743228,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT02933697-PMID-30206088,REC-CTGOV-NCT02933697,NCT02933697,REC-PUBMED-30206088,30206088,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02933697-PMID-36335915,REC-CTGOV-NCT02933697,NCT02933697,REC-PUBMED-36335915,36335915,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT02981472-PMID-38057072,REC-CTGOV-NCT02981472,NCT02981472,REC-PUBMED-38057072,38057072,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT03017001-PMID-22729296,REC-CTGOV-NCT03017001,NCT03017001,REC-PUBMED-22729296,22729296,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT03017001-PMID-25163472,REC-CTGOV-NCT03017001,NCT03017001,REC-PUBMED-25163472,25163472,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03017001-PMID-27293143,REC-CTGOV-NCT03017001,NCT03017001,REC-PUBMED-27293143,27293143,RESULT,needs_human_report_study_review
LINK-CTGOV-NCT03085576-PMID-30322836,REC-CTGOV-NCT03085576,NCT03085576,REC-PUBMED-30322836,30322836,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03085576-PMID-33704830,REC-CTGOV-NCT03085576,NCT03085576,REC-PUBMED-33704830,33704830,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-10212074,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-10212074,10212074,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-10943972,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-10943972,10943972,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-11795683,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-11795683,11795683,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-16399151,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-16399151,16399151,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-17577338,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-17577338,17577338,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-19881390,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-19881390,19881390,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-21681177,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-21681177,21681177,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-21706518,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-21706518,21706518,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-22331333,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-22331333,22331333,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-23070790,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-23070790,23070790,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-23542507,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-23542507,23542507,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-23629620,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-23629620,23629620,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-23852093,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-23852093,23852093,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-24002961,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-24002961,24002961,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-24189972,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-24189972,24189972,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-24456284,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-24456284,24456284,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-24463662,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-24463662,24463662,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-25283480,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-25283480,25283480,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-25504199,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-25504199,25504199,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-25683497,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-25683497,25683497,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-25786473,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-25786473,25786473,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-25850574,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-25850574,25850574,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-26226242,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-26226242,26226242,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-27079965,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-27079965,27079965,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03087149-PMID-28893306,REC-CTGOV-NCT03087149,NCT03087149,REC-PUBMED-28893306,28893306,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT03178864-PMID-37675613,REC-CTGOV-NCT03178864,NCT03178864,REC-PUBMED-37675613,37675613,DERIVED,needs_human_report_study_review
LINK-CTGOV-NCT03232398-PMID-15842354,REC-CTGOV-NCT03232398,NCT03232398,REC-PUBMED-15842354,15842354,BACKGROUND,needs_human_report_study_review
LINK-CTGOV-NCT03232398-PMID-16330789,REC-CTGOV-NCT03232398,NCT03232398,REC-PUBMED-16330789,16330789,BACKGROUND,needs_human_report_study_review
