record_id,report_id,question_ids,screening_stage,reviewer_id,decision,primary_reason_code,secondary_reason_notes,evidence_layer_candidate,ai_priority_score,ai_recommendation,ai_run_id,reviewed_at,adjudication_status,final_decision,final_reason_code,adjudicator_id,notes
REC-PUBMED-27161728,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27161673,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27160305,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27160254,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27159158,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27156060,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27155586,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27154448,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27150180,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27147458,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27147457,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27146099,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27145388,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27142473,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27142190,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27139018,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27138310,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27137522,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27137112,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27136433,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27132697,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27131792,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27126650,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27122927,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27122600,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27113812,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27112188,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-29123820,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27103917,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27102510,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27100556,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27085368,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27084708,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27083008,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27082776,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27080265,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27079502,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27079417,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27079164,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27076286,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27075811,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27075620,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27075441,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27073641,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27073631,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27071942,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27068306,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27067972,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27067971,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27067969,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27067968,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27067966,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27067661,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27065202,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27062534,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27061505,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27057955,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27057949,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27057852,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27056934,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27052728,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27052207,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27046797,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27038959,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27038064,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27032789,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27027384,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27023335,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27020439,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27020266,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27020211,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27013883,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27010092,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27008924,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27004444,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27001190,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27001171,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-27000745,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26996562,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26995377,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26994821,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26991962,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26991517,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26990353,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26989650,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26988994,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26988871,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26988835,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26985380,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26984978,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26984888,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26983621,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26983050,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26982962,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26981569,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26976713,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26972708,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26971644,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26969761,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26968670,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26967541,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26965066,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-29563447,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26962786,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26961375,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26960279,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26960249,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26958897,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26957485,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26955859,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26952877,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26949430,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26946695,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26945264,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26945262,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26935434,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26934891,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26931156,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26929637,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26928454,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26927861,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26927811,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26925159,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26923792,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26923488,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26922378,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26922297,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26920607,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26919833,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26917821,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26916314,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26916304,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26912074,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26911269,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26909818,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26909817,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26908770,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26908412,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26906217,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26901852,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26901851,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26899998,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26897283,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26896618,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26895998,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26894579,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26893407,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26889922,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26888572,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26888266,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26880220,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26878737,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26877111,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26873590,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26872887,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26870792,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26869771,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26869284,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26867832,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26864063,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26861870,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26861546,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26861000,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26860702,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26850974,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26848150,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26848149,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26847243,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26843573,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26843571,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26843482,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26843425,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26843176,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26842118,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26842113,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26836922,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26835109,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26835107,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26835099,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26833146,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26832316,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26832208,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26830891,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26827569,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26827100,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-29766853,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26826501,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26826134,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26825445,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26823179,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26822172,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26819229,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26818463,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26817497,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26815647,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26814780,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26811167,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26811161,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26810476,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26806724,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26804246,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26803550,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26803384,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26800763,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26800356,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26797248,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26791999,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26787335,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26785689,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26785030,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26781925,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26780757,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26780749,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26780743,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26780738,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26779967,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26779849,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26772871,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26768045,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26765643,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26765366,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26765105,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26765080,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26763916,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26763380,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26761969,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26749482,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26743870,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26739542,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26739484,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26734317,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26733617,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26732970,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26731857,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26731856,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26731290,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26729693,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26729138,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26727005,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26726720,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26725103,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26721036,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-38745713,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-29671307,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-28353412,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26718576,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26718230,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26717378,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26716830,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26715613,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26714677,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26714212,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26713281,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26712475,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26710352,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26705385,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26702312,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26702005,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26696010,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26695421,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26695420,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26695107,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26693234,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26689354,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26688274,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26688233,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26688149,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26687957,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26687953,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26678533,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26676209,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-26674596,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
