question_id,record_id,source,provider_id,title,abstract,authors,year,venue,publication_types,doi,url,screening_decision,regex_passed,source_scope,locator,locator_text,dose,outcome,key_finding,population,priority_score,raw_source_path,raw_source_sha256,extracted_effect_value,extracted_effect_status,status
HRS3_PREGNANCY,pubmed:34951097,pubmed,34951097,"Demographics, health literacy and health locus of control beliefs of Australian women who take complementary medicine products during pregnancy and breastfeeding: A cross-sectional, online, national survey.","BACKGROUND: Pregnant and breastfeeding women's use of complementary medicine products (CMPs) is common, and possibly associated with autonomous health care behaviours. However, the health literacy levels and health locus of control (HLOC) beliefs of women who use CMPs in pregnancy and lactation have not been previously assessed in a large Australian sample. AIM: The aim of this study is to determine the health literacy levels and HLOC beliefs of women who use CMPs in pregnancy and lactation and determine the types of CMPs used. METHODS: A cross-sectional, national, online survey of Australian pregnant or breastfeeding women aged 18 years and older, and currently using CMPs was conducted. RESULTS: A total of 810 completed surveys (354 pregnant and 456 breastfeeding women) were analysed. Most had adequate functional health literacy levels (93.3%). Health care practitioners (HCPs) HLOC mean scores were the highest for the sample, followed by Internal HLOC beliefs mean scores. Almost all (n = 809) took at least one dietary supplement, the most popular being pregnancy and breastfeeding multivitamins, iron supplements and probiotics. Use was generally in line with clinical recommendations, except for low rates of iodine supplementation. Herbal medicine use was lower for the total sample (57.3%, n = 464), but significantly higher (p < .0001) for the breastfeeding cohort, with consumers taking one to four herbal medicines each. The most popular herbs were raspberry leaf, ginger, peppermint and chamomile (pregnant respondents) and chamomile, ginger and fenugreek (breastfeeding respondents). CONCLUSIONS: Respondents were health literate, with high scores for Internal and HCP HLOC scales, suggesting that they are likely to demonstrate self-efficacy, positive health behaviours and work well in partnership with HCPs. HCPs can facilitate discussions with pregnant and breastfeeding women using CMPs, while considering women's health literacy levels, health beliefs and goals.",,2022,Health expectations : an international journal of public participation in health care and health policy,"Journal Article|Research Support, Non-U.S. Gov't",10.1002/imhj.21525,https://pubmed.ncbi.nlm.nih.gov/34951097/,retain,true,abstract_only,ABSTRACT_SENTENCE_10,"Herbal medicine use was lower for the total sample (57.3%, n = 464), but significantly higher (p < .0001) for the breastfeeding cohort, with consumers taking one to four herbal medicines each.",,"CONCLUSIONS: Respondents were health literate, with high scores for Internal and HCP HLOC scales, suggesting that they are likely to demonstrate self-efficacy, positive health behaviours and work well in partnership with HCPs.","Herbal medicine use was lower for the total sample (57.3%, n = 464), but significantly higher (p < .0001) for the breastfeeding cohort, with consumers taking one to four herbal medicines each.","BACKGROUND: Pregnant and breastfeeding women's use of complementary medicine products (CMPs) is common, and possibly associated with autonomous health care behaviours. | However, the health literacy levels and health locus of control (HLOC) beliefs of women who use CMPs in pregnancy and lactation have not been previously assessed in a large Australian sample. | AIM: The aim of this study is to determine the health literacy levels and HLOC beliefs of women who use CMPs in pregnancy and lactation and determine the types of CMPs used.",12002009,,,,not_observed,ai_screened_regex_confirmed
HRS3_PREGNANCY,pubmed:10523053,pubmed,10523053,Vitamins and brain development.,"Effects of deficiency of vitamins on early development of brain have been reviewed. Unusual developmental problems in neurogenesis specific for the brain and impairment of its functional capacities due to vitamin deficiency have been discussed. The species-specific ""critical periods"" in development of various systems have been mentioned. Indices such as reflex activity, locomotion, special senses, cognition and adaptive behavior were used for assessing brain maturation in experimental models and humans. Significant examples include brain anomalies in humans and other mammals caused by retinoid excess or deficit; increase in calbindin D28K, a vitamin D dependent calcium-binding protein during postnatal period in rat; hydrocephalus and exencephaly in prenatal rats and subarachnoidal or intracerebral hemorrhage in infants caused by vitamin E deficiency. Peripheral neuropathic lesions leading to infantile beriberi is caused by thiamine deficiency. Impaired growth in retinal layers leading to delay in maturation of electroretinogram and depth-perception in postnatal rats occur due to pyridoxine deficiency. Infants of severely vitamin B12 deficient mothers show abnormalities in behavior involving basal ganglia and pyramidal tract. Folic acid deficiency results in delayed maturation of the basic electroencepalographic patterns. In addition, vitamin-interactions leading to developmental errors have been pointed out. Vitamin B6 deficiency impairs vitamin B12 absorption and biotin deficiency may be aggravated by pantothenic acid deficiency. Vitamin C deficiency resulting in impaired metabolism may produce symptoms of deficiency of folic acid. Another characteristic examples is that iron absorption from dietary sources is dependent on ascorbic acid.",,1999,Physiological research,Journal Article|Review,,https://pubmed.ncbi.nlm.nih.gov/10523053/,retain,true,abstract_only,ABSTRACT_SENTENCE_5,"Significant examples include brain anomalies in humans and other mammals caused by retinoid excess or deficit; increase in calbindin D28K, a vitamin D dependent calcium-binding protein during postnatal period in rat; hydrocephalus and exencephaly in prenatal rats and subarachnoidal or intracerebral hemorrhage in infants caused by vitamin E deficiency.",,"Significant examples include brain anomalies in humans and other mammals caused by retinoid excess or deficit; increase in calbindin D28K, a vitamin D dependent calcium-binding protein during postnatal period in rat; hydrocephalus and exencephaly in prenatal rats and subarachnoidal or intracerebral hemorrhage in infants caused by vitamin E deficiency.","Significant examples include brain anomalies in humans and other mammals caused by retinoid excess or deficit; increase in calbindin D28K, a vitamin D dependent calcium-binding protein during postnatal period in rat; hydrocephalus and exencephaly in prenatal rats and subarachnoidal or intracerebral hemorrhage in infants caused by vitamin E deficiency.","Significant examples include brain anomalies in humans and other mammals caused by retinoid excess or deficit; increase in calbindin D28K, a vitamin D dependent calcium-binding protein during postnatal period in rat; hydrocephalus and exencephaly in prenatal rats and subarachnoidal or intracerebral hemorrhage in infants caused by vitamin E deficiency.",12001003,,,,not_observed,ai_screened_regex_confirmed
HRS4_LIVER_DISEASE,pubmed:39102266,pubmed,39102266,Estimated Exposure to 6 Potentially Hepatotoxic Botanicals in US Adults.,"IMPORTANCE: Use of herbal and dietary supplements (HDSs) accounts for an increasing proportion of drug hepatotoxicity cases. Turmeric or curcumin, green tea extract, Garcinia cambogia, black cohosh, red yeast rice, and ashwagandha are the most frequently reported hepatoxic botanicals, but their prevalence and reasons for use in the general population are unknown. OBJECTIVE: To assess the prevalence and clinical characteristics of adult consumers of 6 potentially hepatoxic botanicals. DESIGN, SETTING, AND PARTICIPANTS: This survey study analyzed nationally representative data from the National Health and Nutrition Examination Survey (NHANES), a nationally representative, cross-sectional survey of the general US population. Prescription drug and HDS exposure data in the past 30 days were analyzed, and 2020 US Census data were used for population estimates. Data were analyzed July 1, 2023, to February 1, 2024. EXPOSURES: Adult NHANES participants enrolled between January 2017 and March 2020. MAIN OUTCOMES AND MEASURES: Baseline weighted characteristics of HDS users and users of 6 potentially hepatotoxic botanical products were compared with non-HDS users. Multivariable analysis was undertaken to identify factors associated with HDS use or at-risk botanical use. RESULTS: Among 9685 adults enrolled in this NHANES cohort, the mean (SE) age was 47.5 (0.5) years, and 51.8% (95% CI, 50.2%-53.4%) were female. The overall prevalence of HDS product use was 57.6% (95% CI, 55.9%-59.4%), while the prevalence of using the 6 botanicals of interest was 4.7% (95% CI, 3.9%-5.7%). Turmeric-containing botanicals were most commonly used (n = 236), followed by products containing green tea (n = 92), ashwagandha (n = 28), Garcinia cambogia (n = 20), red yeast rice (n = 20), and black cohosh (n = 19). Consumers of these 6 botanicals were significantly older (adjusted odds ratio [AOR], 2.36 [95% CI, 1.06-5.25]; P = .04 for 40-59 years of age and AOR, 3.96 [95% CI, 1.93-8.11]; P = .001 for ≥60 years of age), had a higher educational level (AOR, 4.78 [95% CI, 2.62-8.75]; P < .001), and were more likely to have arthritis (AOR, 2.27 [95% CI, 1.62-3.29]; P < .001) compared with non-HDS users. An estimated 15 584 599 (95% CI, 13 047 571-18 648 801) US adults used at least 1 of the 6 botanical products within the past 30 days, which was similar to the estimated number of patients prescribed potentially hepatotoxic drugs, including simvastatin (14 036 024 [95% CI, 11 202 460-17 594 452]) and nonsteroidal anti-inflammatory drugs (14 793 837 [95% CI, 13 014 623-16 671 897]). The most common reason for consuming turmeric and green tea was to improve or maintain health. CONCLUSIONS AND RELEVANCE: In this survey study, an estimated 15.6 million US adults consumed at least 1 botanical product with liver liability within the past 30 days, comparable with the number of people who consumed nonsteroidal anti-inflammatory drugs and a commonly prescribed hypolipidemic drug. Given a lack of regulatory oversight on the manufacturing and testing of botanical products, clinicians should be aware of possible adverse events from consumption of these largely unregulated products.",,2024,JAMA network open,"Journal Article|Research Support, Non-U.S. Gov't",10.1111/j.1532-5415.2009.02329.x,https://pubmed.ncbi.nlm.nih.gov/39102266/,retain,true,abstract_only,ABSTRACT_SENTENCE_14,"An estimated 15 584 599 (95% CI, 13 047 571-18 648 801) US adults used at least 1 of the 6 botanical products within the past 30 days, which was similar to the estimated number of patients prescribed potentially hepatotoxic drugs, including simvastatin (14 036 024 [95% CI, 11 202 460-17 594 452]) and nonsteroidal anti-inflammatory drugs (14 793 837 [95% CI, 13 014 623-16 671 897]).",,"IMPORTANCE: Use of herbal and dietary supplements (HDSs) accounts for an increasing proportion of drug hepatotoxicity cases. | MAIN OUTCOMES AND MEASURES: Baseline weighted characteristics of HDS users and users of 6 potentially hepatotoxic botanical products were compared with non-HDS users. | An estimated 15 584 599 (95% CI, 13 047 571-18 648 801) US adults used at least 1 of the 6 botanical products within the past 30 days, which was similar to the estimated number of patients prescribed potentially hepatotoxic drugs, including simvastatin (14 036 024 [95% CI, 11 202 460-17 594 452]) and nonsteroidal anti-inflammatory drugs (14 793 837 [95% CI, 13 014 623-16 671 897]).","An estimated 15 584 599 (95% CI, 13 047 571-18 648 801) US adults used at least 1 of the 6 botanical products within the past 30 days, which was similar to the estimated number of patients prescribed potentially hepatotoxic drugs, including simvastatin (14 036 024 [95% CI, 11 202 460-17 594 452]) and nonsteroidal anti-inflammatory drugs (14 793 837 [95% CI, 13 014 623-16 671 897]).","CONCLUSIONS AND RELEVANCE: In this survey study, an estimated 15.6 million US adults consumed at least 1 botanical product with liver liability within the past 30 days, comparable with the number of people who consumed nonsteroidal anti-inflammatory drugs and a commonly prescribed hypolipidemic drug.",11000013,,,,not_observed,ai_screened_regex_confirmed
HRS4_LIVER_DISEASE,pubmed:23121117,pubmed,23121117,Review article: herbal and dietary supplement hepatotoxicity.,"BACKGROUND: Herbal and dietary supplements are commonly used throughout the World. There is a tendency for underreporting their ingestion by patients and the magnitude of their use is underrecognised by Physicians. Herbal hepatotoxicity is not uncommonly encountered, but the precise incidence and manifestations have not been well characterised. AIMS: To review the epidemiology, presentation and diagnosis of herbal hepatotoxicity. This review will mainly discuss single ingredients and complex mixtures of herbs marketed under a single label. METHODS: A Medline search was undertaken to identify relevant literature using search terms including 'herbal', 'herbs', 'dietary supplement', 'liver injury', 'hepatitis' and 'hepatotoxicity'. Furthermore, we scanned the reference lists of the primary and review articles to identify publications not retrieved by electronic searches. RESULTS: The incidence rates of herbal hepatotoxicity are largely unknown. The clinical presentation and severity can be highly variable, ranging from mild hepatitis to acute hepatic failure requiring transplantation. Scoring systems for the causality assessment of drug-induced liver injury may be helpful, but have not been validated for herbal hepatotoxicity. Hepatotoxicity features of commonly used herbal products, such as Ayurvedic and Chinese herbs, black cohosh, chaparral, germander, greater celandine, green tea, Herbalife, Hydroxycut, kava, pennyroyal, pyrrolizidine alkaloids, skullcap, and usnic acid, have been individually reviewed. Furthermore, clinically significant herb-drug interactions are also discussed. CONCLUSIONS: A number of herbal medicinal products are associated with a spectrum of hepatotoxicity events. Advances in the understanding of the pathogenesis and the risks involved are needed to improve herbal medicine safety.",,2013,Alimentary pharmacology & therapeutics,Journal Article|Review,10.1111/apt.12109,https://pubmed.ncbi.nlm.nih.gov/23121117/,retain,true,abstract_only,ABSTRACT_SENTENCE_8,RESULTS: The incidence rates of herbal hepatotoxicity are largely unknown.,,"Herbal hepatotoxicity is not uncommonly encountered, but the precise incidence and manifestations have not been well characterised. | AIMS: To review the epidemiology, presentation and diagnosis of herbal hepatotoxicity. | METHODS: A Medline search was undertaken to identify relevant literature using search terms including 'herbal', 'herbs', 'dietary supplement', 'liver injury', 'hepatitis' and 'hepatotoxicity'.",RESULTS: The incidence rates of herbal hepatotoxicity are largely unknown.,"METHODS: A Medline search was undertaken to identify relevant literature using search terms including 'herbal', 'herbs', 'dietary supplement', 'liver injury', 'hepatitis' and 'hepatotoxicity'. | The clinical presentation and severity can be highly variable, ranging from mild hepatitis to acute hepatic failure requiring transplantation. | Scoring systems for the causality assessment of drug-induced liver injury may be helpful, but have not been validated for herbal hepatotoxicity.",11000009,,,,not_observed,ai_screened_regex_confirmed
HRS4_LIVER_DISEASE,pubmed:27070596,pubmed,27070596,Hepatotoxicity by Dietary Supplements: A Tabular Listing and Clinical Characteristics.,"Dietary supplements (DS) are extensively consumed worldwide despite unproven efficacy. The true incidence of DS-induced liver injury (DSILI) is unknown but is probably under-diagnosed due to the general belief of safety of these products. Reported cases of herbals and DS-induced liver injury are increasing worldwide. The aim of this manuscript is to report a tabular listing with a description of DS associated with hepatotoxicity as well as review the phenotype and severity of DSILI. Natural remedies related to hepatotoxicity can be divided into herbal product-induced liver injury and DS-induced liver injury. In this article, we describe different DS associated with liver injury, some of them manufactured DS containing several ingredients (Herbalife™ products, Hydroxycut™, LipoKinetix™, UCP-1 and OxyELITE™) while others have a single ingredient (green tea extract, linoleic acid, usnic acid, 1,3-Dimethylamylamine, vitamin A, Garcinia cambogia and ma huang). Additional DS containing some of the aforementioned ingredients implicated in liver injury are also covered. We have also included illicit androgenic anabolic steroids for bodybuilding in this work, as they are frequently sold under the denomination of DS despite being conventional drugs.",,2016,International journal of molecular sciences,"Journal Article|Research Support, Non-U.S. Gov't|Review",10.1053/j.ajkd.2014.05.010,https://pubmed.ncbi.nlm.nih.gov/27070596/,retain,true,abstract_only,ABSTRACT_SENTENCE_6,"In this article, we describe different DS associated with liver injury, some of them manufactured DS containing several ingredients (Herbalife™ products, Hydroxycut™, LipoKinetix™, UCP-1 and OxyELITE™) while others have a single ingredient (green tea extract, linoleic acid, usnic acid, 1,3-Dimethylamylamine, vitamin A, Garcinia cambogia and ma huang).",,The true incidence of DS-induced liver injury (DSILI) is unknown but is probably under-diagnosed due to the general belief of safety of these products. | Reported cases of herbals and DS-induced liver injury are increasing worldwide. | The aim of this manuscript is to report a tabular listing with a description of DS associated with hepatotoxicity as well as review the phenotype and severity of DSILI.,"In this article, we describe different DS associated with liver injury, some of them manufactured DS containing several ingredients (Herbalife™ products, Hydroxycut™, LipoKinetix™, UCP-1 and OxyELITE™) while others have a single ingredient (green tea extract, linoleic acid, usnic acid, 1,3-Dimethylamylamine, vitamin A, Garcinia cambogia and ma huang).",The true incidence of DS-induced liver injury (DSILI) is unknown but is probably under-diagnosed due to the general belief of safety of these products. | Reported cases of herbals and DS-induced liver injury are increasing worldwide. | Natural remedies related to hepatotoxicity can be divided into herbal product-induced liver injury and DS-induced liver injury.,10000009,,,,not_observed,ai_screened_regex_confirmed
HRS4_LIVER_DISEASE,pubmed:39136211,pubmed,39136211,Challenges in herbal-induced liver injury identification and prevention.,"Herbal and dietary supplements (HDS) are being used worldwide at an increasing rate. Mirroring this trend, HDS-induced liver injury, also known as HDS-induced liver injury (HILI), has increased significantly over the past three decades in the Drug-Induced Liver Injury Network (DILIN), now accounting for 20% of cases of drug-induced liver injury (DILI). There are significant challenges in the identification and prevention of HILI due to varying presentations, ability to make clear diagnosis, identification of the responsible ingredient, lack of treatment, and lack of regulatory oversight of HDS products to confirm their ingredients and ensure safety. The major implicated agents include anabolic steroids, green tea extract, garcinia cambogia, kratom, ashwagandha, turmeric and multi-ingredient nutritional supplements. Fortunately, with the formation of major DILI consortiums across the world, the last decade has seen advances in the identification of at-risk genetic phenotypes, the use of chemical analysis on multi-ingredient nutritional supplements, and the publication of data/injury patterns of potentially risky HDS.",,2025,Liver international : official journal of the International Association for the Study of the Liver,Journal Article|Review,10.1016/j.amjmed.2022.09.026,https://pubmed.ncbi.nlm.nih.gov/39136211/,retain,true,abstract_only,ABSTRACT_SENTENCE_2,"Mirroring this trend, HDS-induced liver injury, also known as HDS-induced liver injury (HILI), has increased significantly over the past three decades in the Drug-Induced Liver Injury Network (DILIN), now accounting for 20% of cases of drug-induced liver injury (DILI).",,"Mirroring this trend, HDS-induced liver injury, also known as HDS-induced liver injury (HILI), has increased significantly over the past three decades in the Drug-Induced Liver Injury Network (DILIN), now accounting for 20% of cases of drug-induced liver injury (DILI). | Fortunately, with the formation of major DILI consortiums across the world, the last decade has seen advances in the identification of at-risk genetic phenotypes, the use of chemical analysis on multi-ingredient nutritional supplements, and the publication of data/injury patterns of potentially risky HDS.","Mirroring this trend, HDS-induced liver injury, also known as HDS-induced liver injury (HILI), has increased significantly over the past three decades in the Drug-Induced Liver Injury Network (DILIN), now accounting for 20% of cases of drug-induced liver injury (DILI).","Mirroring this trend, HDS-induced liver injury, also known as HDS-induced liver injury (HILI), has increased significantly over the past three decades in the Drug-Induced Liver Injury Network (DILIN), now accounting for 20% of cases of drug-induced liver injury (DILI).",10000005,,,,not_observed,ai_screened_regex_confirmed
HRS4_LIVER_DISEASE,pubmed:36183923,pubmed,36183923,"Hepatotoxicity due to herbal dietary supplements: Past, present and the future.","Dietary supplements (DS) constitute a widely used group of products comprising vitamin, mineral, and botanical extract formulations. DS of botanical or herbal origins (HDS) comprise nearly 30% of all DS and are presented on the market either as single plant extracts or multi-extract-containing products. Despite generally safe toxicological profiles of most products currently present on the market, rising cases of liver injury caused by HDS - mostly by multi-ingredient and adulterated products - are of particular concern. Here we discuss the most prominent historical cases of HDS-induced hepatotoxicty - from Ephedra to Hydroxycut and OxyELITE Pro-NF, as well as products with suspected hepatotoxicity that are either currently on or are entering the market. We further provide discussion on overcoming the existing challenges with HDS-linked hepatotoxicity by introduction of advanced in silico, in vitro, in vivo, and microphysiological system approaches to address the matter of safety of those products before they reach the market.",,2022,Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association,Journal Article|Review,10.2174/1389200217666151210142051,https://pubmed.ncbi.nlm.nih.gov/36183923/,retain,true,abstract_only,ABSTRACT_SENTENCE_3,"Despite generally safe toxicological profiles of most products currently present on the market, rising cases of liver injury caused by HDS - mostly by multi-ingredient and adulterated products - are of particular concern.",,"Despite generally safe toxicological profiles of most products currently present on the market, rising cases of liver injury caused by HDS - mostly by multi-ingredient and adulterated products - are of particular concern. | Here we discuss the most prominent historical cases of HDS-induced hepatotoxicty - from Ephedra to Hydroxycut and OxyELITE Pro-NF, as well as products with suspected hepatotoxicity that are either currently on or are entering the market. | We further provide discussion on overcoming the existing challenges with HDS-linked hepatotoxicity by introduction of advanced in silico, in vitro, in vivo, and microphysiological system approaches to address the matter of safety of those products before they reach the market.","Despite generally safe toxicological profiles of most products currently present on the market, rising cases of liver injury caused by HDS - mostly by multi-ingredient and adulterated products - are of particular concern.","Despite generally safe toxicological profiles of most products currently present on the market, rising cases of liver injury caused by HDS - mostly by multi-ingredient and adulterated products - are of particular concern.",9000009,,,,not_observed,ai_screened_regex_confirmed
HRS4_LIVER_DISEASE,pubmed:25514914,pubmed,25514914,Phytotherapy and NAFLD--from goals and challenges to clinical practice.,"Non-alcoholic fatty liver disease (NAFLD) is a global problem and one of the most common liver diseases in the world. Various pharmacological and non-pharmacological therapies seem to be non-effective and the patients are often advised not to expect a positive outcome. Hence, even in the modern Western society many patients reach for traditional herbal products. Silymarin, a lipophilic extract derived from milk thistle (Silybum marianum) has been used in liver and bile disorders for centuries. Strong antifibrotic, antioxidant, antiviral and anti-inflammatory activities of silymarin joined with its metabolic effect proven in vitro make it ideal as a drug candidate in the therapy of NAFLD. Several recent randomized clinical studies have demonstrated that silymarin versus placebo significantly contributes to amelioration of the liver condition affected by NAFLD since it reduces steatosis severity, liver ballooning and fibrosis, followed by lowered aminotransferase levels in both short and long lasting therapies. Silymarin is also as efficient as an insulin sensitizer in the NAFLD therapy, but with less adverse effects. Phase III clinical trials have confirmed silymarin to be currently the best medication for the NAFLD patients, but the problems associated with its standardization, formulation and dosage are yet to be solved. However, green tea (Camellia sinensis) and licorice (Glycyrrhiza glabra) root extracts have also been studied in the clinical trials in the therapy of NAFLD patients. Some other herbal products, which have been tested on animals and have the potential to be used in clinical trials, are briefly summarized in this paper.",,2014,Reviews on recent clinical trials,"Journal Article|Research Support, Non-U.S. Gov't|Review",,https://pubmed.ncbi.nlm.nih.gov/25514914/,retain,true,abstract_only,ABSTRACT_SENTENCE_6,"Several recent randomized clinical studies have demonstrated that silymarin versus placebo significantly contributes to amelioration of the liver condition affected by NAFLD since it reduces steatosis severity, liver ballooning and fibrosis, followed by lowered aminotransferase levels in both short and long lasting therapies.",,"Several recent randomized clinical studies have demonstrated that silymarin versus placebo significantly contributes to amelioration of the liver condition affected by NAFLD since it reduces steatosis severity, liver ballooning and fibrosis, followed by lowered aminotransferase levels in both short and long lasting therapies. | Silymarin is also as efficient as an insulin sensitizer in the NAFLD therapy, but with less adverse effects.","Several recent randomized clinical studies have demonstrated that silymarin versus placebo significantly contributes to amelioration of the liver condition affected by NAFLD since it reduces steatosis severity, liver ballooning and fibrosis, followed by lowered aminotransferase levels in both short and long lasting therapies.","Non-alcoholic fatty liver disease (NAFLD) is a global problem and one of the most common liver diseases in the world. | Silymarin, a lipophilic extract derived from milk thistle (Silybum marianum) has been used in liver and bile disorders for centuries. | Several recent randomized clinical studies have demonstrated that silymarin versus placebo significantly contributes to amelioration of the liver condition affected by NAFLD since it reduces steatosis severity, liver ballooning and fibrosis, followed by lowered aminotransferase levels in both short and long lasting therapies.",8006003,,,,not_observed,ai_screened_regex_confirmed
HRS4_LIVER_DISEASE,pubmed:21457433,pubmed,21457433,Review of liver injury associated with dietary supplements.,"Dietary supplements (DS) are easily available and increasingly used, and adverse hepatic reactions have been reported following their intake. To critically review the literature on liver injury because of DSs, delineating patterns and mechanisms of injury and to increase the awareness towards this cause of acute and chronic liver damage. Studies and case reports on liver injury specifically because of DSs published between 1990 and 2010 were searched in the PubMed and EMBASE data bases using the terms 'dietary/nutritional supplements', 'adverse hepatic reactions', 'liver injury'; 'hepatitis', 'liver failure', 'vitamin A' and 'retinoids', and reviewed for yet unidentified publications. Significant liver injury was reported after intake of Herbalife and Hydroxycut products, tea extracts from Camellia sinensis, products containing usnic acid and high contents of vitamin A, anabolic steroids and others. No uniform pattern of hepatotoxicity has been identified and severity may range from asymptomatic elevations of serum liver enzymes to hepatic failure and death. Exact estimates on how frequent adverse hepatic reactions occur as a result of DSs cannot be provided. Liver injury from DSs mimicking other liver diseases is increasingly recognized. Measures to reduce risk include tighter regulation of their production and distribution and increased awareness of users and professionals of the potential risks.",,2011,Liver international : official journal of the International Association for the Study of the Liver,Journal Article|Review,10.1111/j.1478-3231.2010.02439.x,https://pubmed.ncbi.nlm.nih.gov/21457433/,retain,true,abstract_only,ABSTRACT_SENTENCE_3,"Studies and case reports on liver injury specifically because of DSs published between 1990 and 2010 were searched in the PubMed and EMBASE data bases using the terms 'dietary/nutritional supplements', 'adverse hepatic reactions', 'liver injury'; 'hepatitis', 'liver failure', 'vitamin A' and 'retinoids', and reviewed for yet unidentified publications.",,"Dietary supplements (DS) are easily available and increasingly used, and adverse hepatic reactions have been reported following their intake. | To critically review the literature on liver injury because of DSs, delineating patterns and mechanisms of injury and to increase the awareness towards this cause of acute and chronic liver damage. | Studies and case reports on liver injury specifically because of DSs published between 1990 and 2010 were searched in the PubMed and EMBASE data bases using the terms 'dietary/nutritional supplements', 'adverse hepatic reactions', 'liver injury'; 'hepatitis', 'liver failure', 'vitamin A' and 'retinoids', and reviewed for yet unidentified publications.","Studies and case reports on liver injury specifically because of DSs published between 1990 and 2010 were searched in the PubMed and EMBASE data bases using the terms 'dietary/nutritional supplements', 'adverse hepatic reactions', 'liver injury'; 'hepatitis', 'liver failure', 'vitamin A' and 'retinoids', and reviewed for yet unidentified publications.","Dietary supplements (DS) are easily available and increasingly used, and adverse hepatic reactions have been reported following their intake. | To critically review the literature on liver injury because of DSs, delineating patterns and mechanisms of injury and to increase the awareness towards this cause of acute and chronic liver damage. | Studies and case reports on liver injury specifically because of DSs published between 1990 and 2010 were searched in the PubMed and EMBASE data bases using the terms 'dietary/nutritional supplements', 'adverse hepatic reactions', 'liver injury'; 'hepatitis', 'liver failure', 'vitamin A' and 'retinoids', and reviewed for yet unidentified publications.",8002009,,,,not_observed,ai_screened_regex_confirmed
HRS4_LIVER_DISEASE,pubmed:27402097,pubmed,27402097,Liver toxicity related to herbs and dietary supplements: Online table of case reports. Part 2 of 5 series.,"BACKGROUND: No online current list of potentially life-threatening, hepatotoxic herbs and dietary supplements based on PubMed case reports exists in a summarized tabular form. METHODS: Documented case reports of herbs or dietary supplements (DS; includes herbs) appearing to contribute to liver injury were used to create an online ""DS Toxic Table"" of potentially hepatotoxic herbs and dietary supplements (PubMed, 1966 to June, 2016, and cross-referencing). The spectrum of DS induced liver injuries (DSILI) included elevated liver enzymes, hepatitis, steatosis, cholestasis, hepatic necrosis, hepatic fibrosis, hepatic cirrhosis, veno-occlusive disease, acute liver failure requiring a liver transplant, and death. RESULTS: Over the past 50 years, approximately 21 herbs (minus germander and usnic acid that are no longer sold) and 12 dietary supplements (minus the nine no longer sold and vitamin A & niacin due to excess intake) posed a possible risk for liver injures in certain individuals. The herbs with the most number of reported publications (but not cases studies) in descending order, were germander, black cohosh, kava extract, and green tea extract. CONCLUSION: These online DS Toxic Tables will contribute to continued Phase IV post marketing surveillance to detect possible liver toxicity cases and serve to forewarn consumers, clinicians, and corporations.",,2017,Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association,Journal Article|Review,10.1016/j.fct.2016.07.001,https://pubmed.ncbi.nlm.nih.gov/27402097/,retain,true,abstract_only,ABSTRACT_SENTENCE_4,"RESULTS: Over the past 50 years, approximately 21 herbs (minus germander and usnic acid that are no longer sold) and 12 dietary supplements (minus the nine no longer sold and vitamin A & niacin due to excess intake) posed a possible risk for liver injures in certain individuals.",,"BACKGROUND: No online current list of potentially life-threatening, hepatotoxic herbs and dietary supplements based on PubMed case reports exists in a summarized tabular form. | METHODS: Documented case reports of herbs or dietary supplements (DS; includes herbs) appearing to contribute to liver injury were used to create an online ""DS Toxic Table"" of potentially hepatotoxic herbs and dietary supplements (PubMed, 1966 to June, 2016, and cross-referencing). | The spectrum of DS induced liver injuries (DSILI) included elevated liver enzymes, hepatitis, steatosis, cholestasis, hepatic necrosis, hepatic fibrosis, hepatic cirrhosis, veno-occlusive disease, acute liver failure requiring a liver transplant, and death.","RESULTS: Over the past 50 years, approximately 21 herbs (minus germander and usnic acid that are no longer sold) and 12 dietary supplements (minus the nine no longer sold and vitamin A & niacin due to excess intake) posed a possible risk for liver injures in certain individuals.","METHODS: Documented case reports of herbs or dietary supplements (DS; includes herbs) appearing to contribute to liver injury were used to create an online ""DS Toxic Table"" of potentially hepatotoxic herbs and dietary supplements (PubMed, 1966 to June, 2016, and cross-referencing). | The spectrum of DS induced liver injuries (DSILI) included elevated liver enzymes, hepatitis, steatosis, cholestasis, hepatic necrosis, hepatic fibrosis, hepatic cirrhosis, veno-occlusive disease, acute liver failure requiring a liver transplant, and death. | RESULTS: Over the past 50 years, approximately 21 herbs (minus germander and usnic acid that are no longer sold) and 12 dietary supplements (minus the nine no longer sold and vitamin A & niacin due to excess intake) posed a possible risk for liver injures in certain individuals.",8002009,,,,not_observed,ai_screened_regex_confirmed
